epoch,train_loss,train_exact_match,train_bit_acc,train_pred_mean_hamming,train_zero_mask_ratio,val_loss,val_exact_match,val_bit_acc,val_pred_mean_hamming,val_zero_mask_ratio
21,0.15053334944588798,0.5962142857142857,0.9379761904761905,1.5626428571428572,0.11264285714285714,0.1506185084581375,0.5943333333333334,0.9378888888888889,1.5523333333333333,0.11166666666666666
22,0.15024817365407944,0.6135714285714285,0.9396984126984127,1.5514285714285714,0.11242857142857143,0.15036251028378805,0.612,0.9393703703703704,1.5436666666666667,0.11133333333333334
23,0.14933834379059927,0.6164285714285714,0.9405555555555556,1.5545714285714285,0.11214285714285714,0.14946873207887013,0.6126666666666667,0.9401481481481482,1.5453333333333332,0.111
24,0.14735456699984414,0.6195,0.9411349206349207,1.5463571428571428,0.1125,0.14756300324201585,0.6176666666666667,0.9408518518518518,1.5376666666666667,0.11133333333333334
25,0.1465020660161972,0.6212142857142857,0.9415476190476191,1.545642857142857,0.11214285714285714,0.1467273313800494,0.6193333333333333,0.9411111111111111,1.538,0.111
26,0.14596144337313516,0.6229285714285714,0.9415396825396826,1.5455714285714286,0.11207142857142857,0.14622899383306504,0.6223333333333333,0.9414074074074074,1.538,0.111
27,0.14363285054479327,0.6414285714285715,0.9441666666666667,1.5265,0.11221428571428571,0.14383822252353032,0.6413333333333333,0.9437407407407408,1.5183333333333333,0.111
28,0.14324861446448736,0.6385714285714286,0.9437222222222222,1.5259285714285715,0.11207142857142857,0.14364856839179993,0.6356666666666667,0.942962962962963,1.522,0.111
29,0.1430754199538912,0.6402142857142857,0.943984126984127,1.5327142857142857,0.11221428571428571,0.14336889044443765,0.639,0.9434814814814815,1.5273333333333334,0.111
30,0.14234100437164307,0.6411428571428571,0.9441031746031746,1.5300714285714285,0.11228571428571428,0.1426808469692866,0.6406666666666667,0.9436666666666667,1.5263333333333333,0.111
31,0.14173612570762634,0.6417142857142857,0.9443412698412699,1.5279285714285715,0.11221428571428571,0.14213608159621557,0.6423333333333333,0.943925925925926,1.522,0.111
32,0.1398391425013542,0.6497857142857143,0.9452777777777778,1.5140714285714285,0.11221428571428571,0.14044607110818227,0.6473333333333333,0.9447777777777778,1.5063333333333333,0.11133333333333334
33,0.13991285855429514,0.6525,0.9457063492063492,1.5186428571428572,0.11228571428571428,0.14037051661809286,0.6513333333333333,0.9451851851851852,1.5133333333333334,0.11133333333333334
34,0.13937757699830192,0.6519285714285714,0.9457460317460318,1.516,0.11314285714285714,0.1398435877164205,0.6516666666666666,0.9454074074074074,1.5093333333333334,0.11233333333333333
35,0.1391497174842017,0.6531428571428571,0.9458888888888889,1.5181428571428572,0.11314285714285714,0.13957193370660145,0.653,0.9455925925925925,1.5116666666666667,0.11233333333333333
36,0.13885282100098473,0.6507857142857143,0.9457539682539683,1.5179285714285715,0.11314285714285714,0.1393789422909419,0.65,0.9452222222222222,1.513,0.112
37,0.1383046212536948,0.653,0.9459761904761905,1.5190714285714286,0.11314285714285714,0.13885471598307292,0.6526666666666666,0.9456296296296296,1.5126666666666666,0.112
38,0.13814456742150444,0.6535,0.9461428571428572,1.5185714285714285,0.11307142857142857,0.13863140350580216,0.6536666666666666,0.9458888888888889,1.5103333333333333,0.11233333333333333
39,0.137876260638237,0.6534285714285715,0.9461984126984126,1.5189285714285714,0.11307142857142857,0.13838648011287052,0.6533333333333333,0.945962962962963,1.511,0.11233333333333333
40,0.13776042090143475,0.6529285714285714,0.9461190476190476,1.5195,0.11307142857142857,0.13830050855875015,0.6526666666666666,0.9458518518518518,1.5113333333333334,0.11233333333333333
41,0.13751238894462586,0.653,0.9461190476190476,1.5195,0.11307142857142857,0.13807858844598134,0.6536666666666666,0.945962962962963,1.5103333333333333,0.11233333333333333
42,0.13729261141163962,0.6539285714285714,0.9462619047619047,1.5195,0.11314285714285714,0.1378481122056643,0.6543333333333333,0.9461111111111111,1.5103333333333333,0.11233333333333333
43,0.13714936445440565,0.6542142857142857,0.9463015873015873,1.5195714285714286,0.11307142857142857,0.13770812739928565,0.6543333333333333,0.9461851851851852,1.5096666666666667,0.11233333333333333
44,0.13707872118268694,0.6535714285714286,0.9462301587301587,1.5192142857142856,0.11307142857142857,0.13763915107647579,0.6543333333333333,0.9460740740740741,1.5086666666666666,0.11233333333333333
45,0.13695997069563184,0.654,0.9463095238095238,1.5190714285714286,0.11307142857142857,0.13750978551308313,0.654,0.9460740740740741,1.5093333333333334,0.11233333333333333
46,0.13690681512015207,0.6544285714285715,0.9463492063492064,1.5195714285714286,0.11307142857142857,0.13746110971768696,0.655,0.9461851851851852,1.5096666666666667,0.11233333333333333
47,0.13686140877859934,0.6544285714285715,0.9463809523809524,1.5197142857142858,0.11307142857142857,0.13741863981882732,0.655,0.9462222222222222,1.5093333333333334,0.11233333333333333
48,0.1368382638181959,0.6544285714285715,0.9463412698412699,1.519642857142857,0.11307142857142857,0.13739489537477492,0.655,0.9462222222222222,1.5093333333333334,0.11233333333333333
49,0.13681503779547555,0.6544285714285715,0.9463253968253968,1.5195,0.11307142857142857,0.13737482380867005,0.6553333333333333,0.9462222222222222,1.5093333333333334,0.11233333333333333
50,0.13679994419642857,0.6544285714285715,0.9463333333333334,1.5195714285714286,0.11307142857142857,0.1373615253766378,0.6553333333333333,0.9462222222222222,1.5093333333333334,0.11233333333333333
