epoch,train_loss,train_exact_match,train_bit_acc,train_pred_mean_hamming,train_zero_mask_ratio,val_loss,val_exact_match,val_bit_acc,val_pred_mean_hamming,val_zero_mask_ratio
20,0.15161412142004285,0.5765714285714286,0.9362539682539682,1.5705714285714285,0.11485714285714285,0.15239985247453053,0.5643333333333334,0.9352962962962963,1.5833333333333333,0.10966666666666666
21,0.14967949994972773,0.5836428571428571,0.9376587301587301,1.5610714285714287,0.1145,0.15049963025252025,0.5703333333333334,0.9364074074074074,1.5746666666666667,0.10966666666666666
22,0.14931378996372222,0.5802142857142857,0.9370714285714286,1.5699285714285713,0.11435714285714285,0.14996852799256644,0.5686666666666667,0.935962962962963,1.5826666666666667,0.109
23,0.14681712327684676,0.5837142857142857,0.9378253968253968,1.558,0.11442857142857144,0.14760789334774016,0.571,0.9364444444444444,1.569,0.10933333333333334
24,0.14515509404454913,0.5976428571428571,0.939515873015873,1.5447857142857142,0.11478571428571428,0.1458637042840322,0.587,0.9387037037037037,1.5546666666666666,0.10933333333333334
25,0.14566245102882386,0.5974285714285714,0.939531746031746,1.5505,0.11442857142857144,0.14621524790922802,0.585,0.9381481481481482,1.5616666666666668,0.10933333333333334
26,0.1451745253971645,0.5998571428571429,0.9398968253968254,1.5543571428571428,0.1145,0.14573022564252217,0.5893333333333334,0.9388888888888889,1.5603333333333333,0.109
27,0.14526815351418088,0.5877857142857142,0.9384365079365079,1.5736428571428571,0.11414285714285714,0.14580037478605906,0.572,0.936962962962963,1.5823333333333334,0.109
28,0.14404566088744572,0.6102142857142857,0.9412142857142857,1.5446428571428572,0.11421428571428571,0.14450961375236512,0.6003333333333334,0.9400740740740741,1.5476666666666667,0.10866666666666666
29,0.14248515081405638,0.605,0.9407380952380953,1.5507857142857142,0.11378571428571428,0.14299167557557424,0.598,0.9397407407407408,1.552,0.109
30,0.14212820786237718,0.6170714285714286,0.9418968253968254,1.5415,0.11364285714285714,0.14260614693164825,0.6123333333333333,0.9415555555555556,1.5383333333333333,0.109
31,0.14177672166483743,0.6110714285714286,0.9415476190476191,1.5479285714285713,0.11342857142857143,0.14222132662932077,0.6066666666666667,0.9408518518518518,1.5426666666666666,0.109
32,0.14084756380319596,0.6175714285714285,0.9424126984126984,1.5367142857142857,0.11371428571428571,0.14129465333620708,0.6133333333333333,0.9416666666666667,1.5353333333333334,0.109
33,0.14085215134280069,0.6155714285714285,0.9421587301587302,1.5417142857142858,0.11357142857142857,0.14130089855194092,0.6096666666666667,0.9412222222222222,1.5386666666666666,0.109
34,0.14014849209785463,0.6156428571428572,0.9419761904761905,1.543642857142857,0.11342857142857143,0.1406396086613337,0.612,0.9414444444444444,1.5393333333333334,0.109
35,0.1397017606496811,0.6254285714285714,0.9434126984126984,1.5295714285714286,0.11357142857142857,0.14011008417606355,0.6203333333333333,0.9425185185185185,1.5283333333333333,0.109
36,0.13926526427268981,0.6263571428571428,0.9433730158730159,1.533642857142857,0.11357142857142857,0.1396631251970927,0.621,0.9427037037037037,1.5286666666666666,0.109
37,0.13887249725205558,0.6354285714285715,0.9443809523809524,1.522,0.11357142857142857,0.13927507817745208,0.629,0.9434814814814815,1.519,0.109
38,0.13877342978545598,0.6348571428571429,0.9444365079365079,1.5249285714285714,0.11357142857142857,0.13916517706712087,0.6293333333333333,0.9436666666666667,1.5213333333333334,0.109
39,0.13871520999499728,0.6255,0.9433968253968253,1.5351428571428571,0.1135,0.1390445005496343,0.622,0.943,1.5293333333333334,0.109
40,0.13840450687067848,0.6255,0.9434365079365079,1.5355,0.1135,0.13874357243378957,0.6226666666666667,0.943037037037037,1.5323333333333333,0.109
41,0.1384837077685765,0.6251428571428571,0.9433571428571429,1.5362142857142858,0.1135,0.1388049393494924,0.6233333333333333,0.9431851851851852,1.533,0.109
42,0.13818812014375415,0.6342857142857142,0.9444444444444444,1.5265714285714285,0.11357142857142857,0.138517781496048,0.6306666666666667,0.9438888888888889,1.5233333333333334,0.109
43,0.1380914306129728,0.6342857142857142,0.9443888888888889,1.5270714285714286,0.1135,0.1384137092034022,0.631,0.943962962962963,1.5226666666666666,0.109
44,0.1379703666312354,0.6345,0.944484126984127,1.5262142857142857,0.11357142857142857,0.1382898207505544,0.631,0.943962962962963,1.5233333333333334,0.109
45,0.13789754392419543,0.6345,0.944484126984127,1.526357142857143,0.11357142857142857,0.1382157168785731,0.631,0.9438518518518518,1.523,0.109
46,0.13781695190497806,0.6346428571428572,0.9445317460317461,1.5262142857142857,0.11357142857142857,0.13813755416870116,0.631,0.9438518518518518,1.523,0.109
47,0.1378152268614088,0.6347142857142857,0.9445714285714286,1.5258571428571428,0.11357142857142857,0.13813438777128856,0.631,0.9438888888888889,1.5233333333333334,0.109
48,0.1377528601033347,0.6346428571428572,0.9445476190476191,1.5262142857142857,0.1135,0.13807383839289347,0.631,0.9438518518518518,1.523,0.109
49,0.13774942117077962,0.6346428571428572,0.9445476190476191,1.5260714285714285,0.11357142857142857,0.13806809906164805,0.631,0.9438888888888889,1.5226666666666666,0.109
50,0.1377293130159378,0.6346428571428572,0.9445634920634921,1.5260714285714285,0.11357142857142857,0.1380476388136546,0.631,0.943925925925926,1.523,0.109
